name,rating,review,review_mark
Отель Тверь,4.7,"Отель хороший , но матрасы отстой не отдохнули совсем .",5
Отель Тверь,4.7,"Были на свадьбе- отравились, из 40 человек, большая половина, что было не известно, а так ничего удивительного, не плохое место, персонал на 4ку",3
Отель Тверь,4.7,"Отель вполне хороший, номера не ушатанные, ремонт приличный, хоть и не сказать, что свежий. Ресторан готовит отлично. Минус бару, девочка не справлялась, хотя нас было всего 3 компании по 3 человека... Долго очень. Отдельно отмечу ресепшн, за это звезду и снял. Вежливости нет от слова совсем. Всегда разговор начинается с нет ( не бронировали, не оплачивали, не этот номер, вид не выбирается), потом долгие поиски и чудо, оказывается и бронь есть и оплата, все очень долго, очень. И за все промахи ни одного извините. А так отель рекомендуем, цены средние, но и отель не 5 звёзд, готовят хорошо. Банкет провели на 5+, ещё потом и девчата караоке организовали (администраторы из ресторана) им твердая 5+ за отношение к клиентам.",4
Отель Тверь,4.7,"Очень уютный отель. Вкусно кормят. Интерьер приятный. Кровать на гране фантастики- очень мягкая. Номер стандарт чистый, просторный- с двумя окнами с видом на сосновый бор. В номере создан комфортный климат по общей системе климат контроля, кондиционера нет, поэтому ничего не дует. Обязательно буду размещаться здесь еще.",5
Отель Тверь,4.7,"Останавливались в отеле на 1 ночь при авто-путешествии с Юга. Внешне очень приятное впечатление, а главное, порадовало местоположение среди сосен, закрытая авто-стоянка. Но есть некоторые особенности, которые могут быть важны в определённое время года. Например, отсутствие кондиционеров в номерах, это существенный недостаток летом, в остальное время года, это не важно. А так в принципе соотношение цены и качества. В цену проживания входит завтрак- это приятный бонус. Рекомендую данный отель.",4
Отель Тверь,4.7,Очень прилично за свои деньги!,4
Отель Тверь,4.7,"Отель имел все шансы быть хорошим, но увы. Матрасы давно пора менять, они слишком мягкие. Завтрак весьма посредственный. За свои деньги нормально, но вспомнить нечего",3
Отель Тверь,4.7,Очень понравилось! Волшебное место.,5
Отель Тверь,4.7,"Отличное местечко, вкусная еда. Просторные, современные номера. Обслуживание так же порадовало. Рекомендую всем. Парковка просторная возле входа. Есть банкет холл.",5
Отель Тверь,4.7,"Были семьей в 2018 году, остались только теплые впечатления от этого места, поэтому, в этом году при планировании пути в Питер, без всяких колебаний для остановки забронировали этот отель.Ночевали две ночи и могу поставить оценку 0 и написать, что это место больше посещать не будем.Запущенная территория, неприветливые администраторы, нет кондиционеров, и самое главное, очень грязно в номерах.Разочарованы всей семьей!",1
Отель Тверь,4.7,Все понравилось. Отличный завтрак,5
Отель Тверь,4.7,"Подумайте тыщу раз что бы сюда заселиться!!! В номере не работает кондиционер, окна не открыть потому что летят комары и воняет жутко навозом с конного двора рядом. В номере грязь, мусор, не убранные за прошлым гостем. Спустя сутки, так никто и не убрался. Ресепшн говорит убраться могут теперь только завтра. Номер - как советский бомжатник.... Убрать то хотя бы можно... Завтрак просто отстой.... Если кто любит махнуть с утра макарон ведро, отель для вас! Даже сока нет, вода из кулера, кофе - моча. Даже так называемые фрукты - жалкие куски яблок и прошлогодних апельсин... Добило то что зубная щётка продаётся за деньги Плюсом, не работает холодильник в номере и телевизор вы тоже не посмотрите, сигнал пропадает каждые 10 минут... И почему отклонено??? То что правду написал? И почему отклонено????",2
Отель Тверь,4.7,"Ресторан хороший, а отель оцениваю на 2. Забронировал номер за 2 месяца, а за две недели мне всё отменили не предложив в замен ничего",5
Отель Тверь,4.7,"Отель очень хороший. Удобное расположение. Большая стоянка. По пути в Питер остановились на одну ночь. Отлично отдохнули. Матрац и постель супер! Завтраки на любой вкус и предпочтения. Вкусно, разнообразно. Единственный недостаток: если окна выходят на трассу-очень шумно. При закрытых окнах-очень душно. Отель рекомендую👍",5
Отель Тверь,4.7,"Сам отель понравился, неплохой номер, закрытая стоянка. Отель удобно расположен, на въезде в город. Девушка на ресепшн не очень приветливая. Скудный выбор блюд на завтрак (шведский стол), кофе - подкрашенная вода без запаха кофе, в кофейниках. Аппарата нет, ( пришлось нести свою банку растворимого). В целом нормально, цена - качество. Рекомендую",4
Отель Тверь,4.7,Очень порадовал сухпай в дорогу:),5
Отель Тверь,4.7,"Место расположения приятное, кругом сосновый бор. Воздух чистый и вкусный. Удобное место в качестве базы для автомобилистов, т.к. добираться до города на автобусе очень проблематично. Внутри сначала радует вид холла, а в номерах старые кровати, продавленные матрасы и все потертое временем. Ресторан среднего качества",3
Отель Тверь,4.7,"Останавливаемся там переночевать, когда едем в Санкт-Петербург. Просторные номера, что для меня является плюсом. Утром шведский стол. Мы приезжаем обычно часам к десяти вечера или чуть позже, и тут возникает проблема перекусить . Кухня уже закрывается, того нет , этого нет. Персонал устал и торопиться, чтобы мы быстрее ушли. Это минус",4
Отель Тверь,4.7,"Плюсы: удобный заезд с трассы. До центра 15 мин на авто. Сосновый бор. Большие просторные номера с балконом. Большая кровать. Минусы: не самые чистые номера: старая пыль на античных светильниках, трупы насекомых на балконе. Устаревший интерьер. Устаревший ремонт. Отвратительные завтраки. В номере за 4500р нет кондиционера🤦. Грязный ковёр в фойе, крохотный ТВ в номере.",3
Отель Тверь,4.7,Отличное место для проведения праздника.,5
Отель Тверь,4.7,"Обычная гостиница. Советский наменклатурный шик, я бы сказала. Чисто в номере, хорошее постельное белье. На одну ночь в команаировке нормально. Но не более",3
Отель Тверь,4.7,"Красивая гостиница, чистые номера, вкусный завтрак . Удобное расположение.",5
Отель Тверь,4.7,Хороший сервис. Утром сытный завтрак. Удобная парковка. Приветливый персонал. Рекомендую!,5
Отель Тверь,4.7,"Локация очень крутая , кухня оставляет желать лучшего",3
Отель Тверь,4.7,"Единственный минус-заселили в номер спустя полтора часа после заезда,все остальное одни плюсы- номер шикарный хоть и стандарт с двумя балконами,хорошая территория,богатый интерьер,есть много сувениров ,очень понравилось массажное кресло в холле,завтрак шведский стол -всего хватало! рекомендую к заезду!",5
Отель Тверь,4.7,"Хороший, комфортный отель.",4
Отель Тверь,4.7,"Удобно расположенный на выезде из города парк-отель с баней, зоной шашлыков, рестораном и конференц залом. Приличные номера со всем необходимым, вежливый персонал.",5
Отель Тверь,4.7,"Отличная гостиница, в номере чисто, опрятно. Завтраки вкусные и разнообразные.",5
Отель Тверь,4.7,"В целом, все нормально, но...требуется ремонт и обновление, интернет и так далее, мониторы в номерах из 90х годов.....))))",3
Отель Тверь,4.7,"Хороший отель, номер просторный, чисто, заселились быстро. Холодильник пришлось помыть самой, т.к. очень дурно пах.Завтраки шведский стол,ела сырники, вкусно.Очень слышно в номере шум вентилятора с кухни, где готовят еду.Рекомендую.",4
Отель Тверь,4.7,201 номер очень шумно работает кондиционер под окном,4
Отель Тверь,4.7,Наш выпускной был суперпозитивным!!! Спасибо!!!,5
Отель Тверь,4.7,"Кухня,интерьер,соответствует заявленой троечки",4
Отель Тверь,4.7,Наверно бывший санаторий. 100% соответствует своим трём звёздам. Единственный минус - в номерах нет чайников. Попить чай или кофе можно только в ресторане или баре.,4
Отель Тверь,4.7,Был на свадьбе ресторан на уровне,5
Отель Тверь,4.7,"Всё в принципе неплохо , за исключением уборки! Подумал что из штанов выпала банковская карточка, начал её искать За тумбочкой нашёл кучу фантиков, под кроватью годовалую пыль и бутылку воды кем-то недопитую",4
Отель Тверь,4.7,"Отличный отель. Всё организовано, приятный улыбчивый персонал",5
Отель Тверь,4.7,"Большая ухоженая территория, вежливый персонал. Проводили свадьбу в одном из залов ресторана- всем всё очень понравилось. Сервис на высшем уровне. Рекомендую.",5
Отель Тверь,4.7,"Отличный отель, а ресторан при отеле вообще суппер ну очень вкусная еда. Спасибо",5
Отель Тверь,4.7,"Мне очень понравилось проживание в данном отеле! Тихие, просторные номера с видом на лес 🌲🌳 Красивое помещение для завтрака 🍽️ Достаточно места для парковки автомобиля 🚙 Ещё советская гостиница, но хорошо отремонтированная 🏨 Есть минус: не работал вай-фай. Нигде. Но всё же я осталась очень довольна! 😍",5
Отель Тверь,4.7,Интернет плохо ловит Номера не очень На 3 звезды,3
Отель Тверь,4.7,"Хороший отель, недалеко от трассы. Ресторан работает до позднего вечера, завтраки отличные, персонал вежливый! Рекомендую 👍",5
Отель Тверь,4.7,"Не знаю как отель, но ресторан бесподобный. Отличная веранда. Все очень красиво, уютно. Приятная обстановка. Самый удачный вариант для летнего периода. Банкетный зал бесподобный. Персонал вежливый, заботливый. Всем желаю посещать этот отель.",5
Отель Тверь,4.7,"Чисто, красиво, аккуратно. Внимательный, приветливый персонал...Вкусная и качественная еда..Ухоженная и закрытая территория... Охраняемая парковка...Чистый воздух. Есть отель, можно переночевать...",5
Отель Тверь,4.7,Отель из 90 годов. Интерьер очень сильно устарел и требует обновления. Хороший завтрак.,3
Отель Тверь,4.7,"В течении 10 дней не разу не поменяли постельное белье. На баре персонал отзывчивый. В лес лучше не ходить, комары беспощадны.",3
Отель Тверь,4.7,Отлично! Я к сожалению попала в отель лежачая на инвалидном кресле. Была 4 дня. Меня окружили заботой и вниманием персонал и особенно директор. Смена ежедневно белья. Отличное меню в ресторане. Вызов врача. И многое другое. Спасибо вам большое👌 Все было супер🙌,5
Отель Тверь,4.7,Место просто супер парковка тоже класс номера просто улёт. Завтрак шведский стол. Персонал грамотный и очень вежливый,5
Отель Тверь,4.7,"Уже не новая ,но ещё в неплохой состоянии.",4
Отель Тверь,4.7,"Отличный отель. Останавливались второй раз, первый раз 5 лет назад. Вежливый персонал, полотенца чистые, кровать удобная. У нас в номере были халаты и все одноразовые принадлежности. Завтраки хорошие. В общем, в следующий раз остановимся там же.",5
Отель Тверь,4.7,"Гостиничный комплекс с рестораном и банкетным залом. Довольно удобный зал для проведения мероприятий. Небольшая, чистая, уютная территория. Хорошая парковка. Расположен на выезде из города. Очень помпезный стиль, много золота. Мебель в отеле выглядит немного уставшей. По обеденному меню вопросов не возникало. Вкусно и достаточно недорого.",4
Отель Тверь,4.7,"Был там летом 2023 года Место расположение - отличное, на выезде из Твери, в сторону Питера Большая бесплатная парковка Вдалеке от трассы, шум почти не слышен Завтрак шведский стол, на четыре с минусом Минус отеля: ушатнанные номера, как показалось на июнь 2023 И самое главное: очень плохие, продавленные матрасы! Это очень большой минус!",3
Отель Тверь,4.7,"Прекрасное,красивое место,рядом лес,чистый воздух,в ресторане очень вкусно готовят,приветливый персонал,разнообразное меню,вечером здание украшено гирляндами смотрится эффектно,для фотосессии прекрасное место и днём и вечером. Рекомендую для посещения.",5
Отель Тверь,4.7,"Были проездом, очень уютное местечко, отдохнули душой и телом.",5
Отель Тверь,4.7,плохо то что телевизоры плохие старые но не во всех номерах это исключения .,3
Отель Тверь,4.7,"Красиво, классно, украшение на въезде в город.",5
Отель Тверь,4.7,"Недавно побывали в этом отеле! Заслуживает только похвалы! Прекрасно отдохнули после целого дня насыщенного экскурсиями, по Твери, усадьбе Домотканово! Номер огромного размера с удобными кроватями, белоснежное белье, одноразовые тапочки и все принадлежности для душа! А утром ресторан поразил наши ожидания, работает с 7.00, очень красивые интерьеры и хороший шведский стол! Советую этот отель для отдыха после экскурсий по Твери!",5
Отель Тверь,4.7,"Все супер, чисто, хорошая мебель в номере, большая территория, можно погулять, ну и бонус, приятный завтрак включен в стоимость любого номера",5
Отель Тверь,4.7,"Чуть дольше бы от дороги, было бы 6 баллов ;)",5
Отель Тверь,4.7,"Отличный отель, всё понравилось. Тишина, спакойствие. Хороший завтрак. Есть сауна, бассейн, мангал. В лесу можно погулять. Из минусов-цены в ресторане, на спиртное, но это терпимо.",5
Отель Тверь,4.7,"Комната, уборка и душевая замечательные. Всё испортил отвратительный завтрак - омлет был неприятно горький, в сырниках почти не было творога а в блины положили слишком много сахара.",4
Отель Тверь,4.7,"Отличный отель, прекрасное расположение, шикарные банкетные залы! Отель на выезде из города. Очень приличная территория, есть где побродить по лесу.",5
Отель Тверь,4.7,"Как вариант переночевать, завтрак шведский стол-кошмар. Еда скудная и заканчивается быстрее, чем подносят. Будьте готовы к тому, что рядом с вами гуляет компания в ресторане",2
Отель Тверь,4.7,"Классный отель. Большая территория, лес, парковка. Номер большой, с 2 балконами.Завтрак по системе шведский стол. Чисто, тихо. Персонал приветливый.Рекомендую",5
Отель Тверь,4.7,"Есть всё, чего ожидаешь от 3 звёзд. Персонал вежливый. Есть полотенца, мыло, саше с шампунем и гелем, тапки, телек (не включала), стол, стул, стенной шкаф. Вместо ванны душевая кабина, нет чайника и холодильника. Завтрак шведский стол - всё съедобное. Номер уютный, с балконом, кровать очень мягкая. Вид с балкона прекрасный - отель стоит как бы в лесу. Слышимость идеальная, соседи разговаривают словно у тебя в номере. До города остановки две на автобусе, пешком далековато. В целом нормально.",5
Отель Тверь,4.7,"На 3 🌟, жила в одноместном номере полупансион. Полотенца меняли ежедневно, но уборка оставляет желать лучшего, живут насекомые. Воду доставляли через день. По питанию на 5 🌟.",3
Отель Тверь,4.7,"Все супер,единственное только интернет плохо работает в номерах",4
Отель Тверь,4.7,Отель из года в год становится только хуже и хуже. Необходимо следить за ним. Больше нечего добавить.,2
Отель Тверь,4.7,"Номера, ресторан, территория всё отлично. Но если приехать без машины, то расположение далеко от центра",4
Отель Тверь,4.7,"Были одни сутки,всё понравилось",5
Отель Тверь,4.7,"Отель бывший «Интурист» очень удачно расположен сразу при въезде в Тверь из Питера, своя парковка, на машине очень удобно. Были на майские выходные 4 взрослых. Очень удачно заселили в сдвоенный номер. Номера чистые, достаточно свободные, санузлы чистые, кровати удобные, одеяла теплые. Завтраки обильные: каши, макароны, сыр, ветчина, омлет, овощи, очень вкусная выпечка, чай, кофе «ведерное» - «шведский стол»- голодными не уходили. Заказывали из ресторана отеля ужин- очень вкусно. Персонал приветливый и всегда был на месте.",5
Отель Тверь,4.7,"Очень неплохо, чисто аккуратно, классные завтраки, красивая территория из минусов очень плохая шумоизоляция соседей слышно как будто у нас один большой номер и часть мобильных операторов не ловит от слова совсем",4
Отель Тверь,4.7,"Прекрасное место для ночлега. Шведский стол на завтрак с хорошим выбором, главное приходить не под окончание. Номера просторные. Питьевая бутылированная вода на каждого проживающего!",5
Отель Тверь,4.7,"Дом-мотель на предмет переночевать не заезжая в Тверь. Номера чистые, но уже видавшие виды. Завтрак не порадовал. Видно, что хозяева зарабатывают на спичках. Капитализьмус, хотя капиталист бы хоть завтраком радовал и кофе человеческий подал, да сочку налил. Да ладно. А так место удобное.",4
Отель Тверь,4.7,Очень уютно и чисто. И очень вкусно кормят. Приветливый и доброжелательный персонал. Не пожалеете. Несколько раз гулял здесь в ресторане на свадьбе. Всем всё нравилось.,5
Отель Тверь,4.7,"Все неплохо. На машине до отеля удобно добираться, 10 минут до центра. Отель в лесу, трасса не напрягает совсем. Номера достаточно просторные, чистые, очень мягкие матрасы (для меня черезчур). Белое постельное белье. К санузла вопросов нет- все чисто, все работает. Завтраки хорошие, за исключением невкусного кофе. Из минусов - в нашем номере не было холодильника, мы попросили принести- нам принесли неработающий, ну это что , прикол такой? На улице было прохладно, сгрузили в машину, то, что нужно было охладить и не заморачивались больше. Также не работал ТВ, но вызвали, нам его настроили. Если не считать эти мелочи, то вмп",4
Отель Тверь,4.7,"Очень удачное расположение отеля и отдельнье спасибо архитектору, что ресторан немного в стороне от номеров: в ресторане гуляли свадьбу и день рождения в баре, а в номере было тихо, и спокойно можно отдохнуть. Отдельное спасибо за вкусные блюда на ужин, и очень большие порции, съесть салат и горячее взрослому человеку сложно, хоть очень вкусно. А вот завтраки подкачали: кофе ужасный, из термоса. Сырники холодные (в 9 часов), и как подошва жесткие, сыра уже не было.",4
Отель Тверь,4.7,"Еда нормальная. Номера хорошие. На пару тройку дней,можно заселиться.",5
Отель Тверь,4.7,"Нормальная гостиница в парке, на въезде/выезде Твери. Большая охраняемая парковка. Лифта нет, если физические возможности ограничены, при бронировании нужно проситься на первый этаж, пандусы есть. Есть ресторан и кафе. Завтрак шведский, вполне достойный. В номерах показалось немного прохладно.",4
Отель Тверь,4.7,"Останавливались в туре на 2 ночи. Хороший отель, правда находится практически за городом. Рядом нет магазинов, кафе. Номер большой. Хороший. Бутилированная вода на человека в номере. На этаже есть кулер. Завтраки шведский стол, каша, омлет, блины, творожная запеканка, овощи, сосиски, нарезка, хлопья, кофе из чайника и т.д. голодными не останетесь.",5
Отель Тверь,4.7,"Потрясающий , красивый, комфортный. Очень вкусная кухня.",5
Отель Тверь,4.7,"Отличные номера, чисто, воду приносят каждый день, убираю и меняют полотенца. Завтраки вкусные, ресторан очень приличный по меню и ценам",5
Отель Тверь,4.7,"В самом отеле не был, но снимали ресторан, дважды. Прекрасное обслуживание и персонал. Готовят достаточно вкусно. Рекомендую. Очень понравилось.",5
Отель Тверь,4.7,"Супер, классное место!✅",5
Отель Тверь,4.7,"Огромный номер, шикарный холл, отличное обслуживание, огромная территория для прогулок. Рекомендую!",5
Отель Тверь,4.7,"Старые, убитые номера. Ужасная слышимость, на полу дыры ,прикрытые грязным ковролином. Завтраки нормальные. Ужин лучше не брать. Из плюсов : прекрасные администраторы на ресепшене.",4
Отель Тверь,4.7,"Хорошее место. Чисто, в номере уютно. Утром отличный завтрак.",5
Отель Тверь,4.7,"В отель заехали позавтракать по пути во Владимир. Завтрак - шведский стол, блюда разные и очень вкусно. В фойе фотозона. Очень красиво.",5
Отель Тверь,4.7,"Хороший отель! В номере было чисто, на следующий день убрались также. Двери с электронными замками, иногда система глючит, надо идти на ресепшн перепрошивать) Завтрак шикарный, каша просто 10 из 10! Вегетарианец доволен) Есть ресторан, три зала. Расположен отель в лесу, и это прекрасно - тишина и покой.",5
Отель Тверь,4.7,"Эта гостиница не три звезды. Прожжённый сигаретами ковер, старая мебель (с отсеком для системного блока), в матрасе чувствуются пружины, матрас лежит на 2-х сдвинутых кроватях и стык тоже ощутим. Нет кондиционера. Но есть и плюсы... Очень хороший персонал на ресепшене. Очень хороший завтрак. В номере чисто.",2
Отель Тверь,4.7,"Хороший отель, ночевали одну ночь. Чисто, приветливый персонал. Слишком мягкий матрац на кровати, но это на любителя. Завтрак мог бы быть поразнообразнее.",5
Отель Тверь,4.7,Хороший отель,4
Отель Тверь,4.7,Нормально,5
Отель Тверь,4.7,"Отличное месторасположение. Прям в лесу. Рядом конюшня. Есть автобусная остановка. Номер чистый. Румсервис отличный. Еда вкусная. Сняла звезду за то, что когда заезжали, обнаружили, что в номере нет пульта. И милая девушка на ресепшене не захотела эту проблему решать. Так же в номере не хватало ложки и щётки для обуви.",4
Отель Тверь,4.7,Отличный уровень и расположение. Хороший завтрак. Рекомендую.,5
Отель Тверь,4.7,"Отель 3 звезды, но я честно приятно удивлен. Можно останавливаться.",5
Отель Тверь,4.7,В номерах нет зубных щеток и пасты и жидкого мыла. Растворимый кофе из кофейников вместо кофемашины это вообще удивительно. Отдать должное номера хорошие!,3
Отель Тверь,4.7,"Из плюсов: отель в лесу, воздух чистый. На этом все. Персонал хамит, кухня в баре ужасная. Не рекомендую. 👎 на завтрак холодная каша, в номере нет чайника с чаем и кофе.",1
Отель Тверь,4.7,"Отличная гостиница. Комфортные номера, тишина, чистый воздух. Персонал вежлив и улыбчив. Завтраки вкусные. Минус один - на отшибе от города, но, может, в этом и фишка.",5
Отель Тверь,4.7,"Отличный отель, чисто, свежо, приветливый персонал, швецкий стол на завтрак, прекрасная выпечка, рекомендую однозначно",5
Отель Тверь,4.7,"Сам отель замечательный: в номерах чисто, уютно. Абсолютно не слышно шума машин и соседей. Звезду сняла за завтраки. Вроде разнообразно, но совершенно не вкусно, пресно...",4
Отель Тверь,4.7,"Заказывали банкетный зал. Понравилось все: зал, еда, работа персонала.",5
Отель Тверь,4.7,"Атмосфера 90е, завтрак не очень!",4
Отель Тверь,4.7,"Номер за 3300р. Кровать и подушка по комфорту на 5. Ванная в номере прокуреная. Завтрак -шведский стол.Заварной кофе-вкусный. Парковка охраняемая,места много.",3
Отель Тверь,4.7,"Отличная гостиница недалеко от трассы, очень удобно для транзита, много номеров, большая территория в лесном массиве. Завтрак есть. Рекомендую и сам остановлюсь еще раз.",5
Отель Тверь,4.7,"Хорошая, красивая гостиница. Отдыхали здесь с туристической группой. Номера чистые, аккуратные. У нас была комната с балконом. Хорошая отремонтированная ванная. Тихо и спокойно. Советую, если вам нужно остановиться в Твери на выходные",4
Отель Тверь,4.7,"Гостеприимство на 5, уборка территории на 2 ( на подходе к крыльцу здания был лед, который можно усилиями одного сотрудника ликвидировать за 20-30 минут. Парковка : к к входу подъехать нельзя, чтобы высадить пассажиров, было перегорожено -1. Качество номеров: ремонт можно былобы освежить. Мы были не в сезон, видимо будет все исправлено в ближайшее время.",3
Отель Тверь,4.7,"Давно останавливаюсь в этом отеле. Приезжаю по работе в Тверь. Отель удобно расположен - недалеко от окружной дороги, в номерах есть все необходимое, Завтраки на четверочку. Поблизости от отеля есть конюшня-можно летом прекрасно покататься на лошадках. Недалеко от отеля (минут 5-10 от отеля) набережная реки Волги, площадки отдыха для детей, ресторан на открытрм воздухе, катание на лодках",5
Отель Тверь,4.7,"Завтрак по шведской линии, все очень вкусно и разнообразно. Номера уютные и чистые. Уборка каждый день. В целом очень понравилось!",5
Отель Тверь,4.7,Удобные. Чистые номера.,5
Отель Тверь,4.7,"Отличная гостиница. Удобное расположение, вежливый персонал. Номера уютные и чистые, в номере есть всё необходимое для комфортного проживания. Большой плюс завтрак, который входит в стоимость проживания. Питание вкусное и разнообразное. Однозначно рекомендую",5
Отель Тверь,4.7,"Хоть и неказисто, однако большой номер, превосходный конференц зал и отличная кухня с огромными порциями! Парковка резиновая, всегда были места.",5
Отель Тверь,4.7,"Отличный отель, очень красивый. Гуляли там свадьбу братишки, все остались довольны с красивыми воспоминаниями!!!",5
Отель Тверь,4.7,"Хороший отель.Чисто,но уде все порялком изношено местами.В целом можно спркойно отдохнуть.Есть баня.Рядом с городом, естт развязка которая позволяет обьехать пробку в город и не опоздать на поезд,на пример",5
Отель Тверь,4.7,"Отличная гостиница, удобное расположение. Номера чистые и уютные. Персонал вежливый. Завтраки вкусные и разнообразные. Отдельное спасибо за комплимент в день рождения, было очень приятно)",5
Отель Тверь,4.7,Суппер отель.Очень понравился.,5
Отель Тверь,4.7,"Хороший недорогой придорожный отель. В номерапх чисто, белье новое. В ресторане нормальная еда. Из алкоголя только пиво. Большая парковка, удобно заезжать/выезжать с М11.",5
Отель Тверь,4.7,"Всегда там останавливаюсь, удобное расположение, неплохая кухня (правда борщец в этот раз подкачал), большая стоянка, уютные номера, неплохой сервис. Всегда чисто и уютно",4
Отель Тверь,4.7,"Ну, как сказать, по средним меркам очень не плохо. Тут смотря что хотите. Если просто спокойно переночевать, то это ваше место. Тихо, чисто, спокойно. Кухня средняя, хотя пока Не всё пробовал, пока только дежурные блюда. Посмотрим что на заказ принесут. Персонал очень хороший. Хотел написать плохое, но персонал просто молодой, они всему научатся.",4
Отель Тверь,4.7,"Питание , обслуживание отли ное , но матрацы в нлмеое мягкие и проваленные (проблематично хорошо отдохнуть).",3
Отель Тверь,4.7,Минус один - кухня,3
Отель Тверь,4.7,"Были с здесь на свадьбе, банкет был шикарный все вкусно и отличное качество. Номера большие в гостинице, завтрак правда никакой ,но нам после банкета особо и не надо было .",5
Отель Тверь,4.7,Чисто уютно приветливый персонал,5
Отель Тверь,4.7,"ужасные номера времен 2000, охранник принимает оплату если приезжаешь ночью, приехали в 3:00 предварительно отзвонив и предупредив, 10 минут стучали в двери что бы впустили, администратор должны быть на этот счет.",2
Отель Тверь,4.7,"Отличная, персонал на высоте!",5
Отель Тверь,4.7,Завтрак однообразно,3
Отель Тверь,4.7,"Старый фонд , зато чисто . Развлечений рядом нет . Вкусные сырники на завтрак",2
Отель Тверь,4.7,Цена качество на отлично,5
