name,rating,review,review_mark
Гайд Парк,5.0,"Отель без собственной парковки. Есть только напротив гостиницы городская, несколько мест (в выходные дни бесплатная). Бронировали стандартный двухместный номер с 1 кроватью, проживали в 303 номере. Достаточно просторный номер с холодильником, чайник, кондиционером, феном, тв. Кулер с водой на этаже. В ванной комнате установлен бойлер для горячей воды. Напор воды хороший. Есть одноразовые пакетики с гелем для душа и шампунем, тапочки. Завтрак континентальный в кафе Sara. Черный чай/капучино, йогурт, апельсиновый сок и на выбор одно блюдо: яичница, сырники, блинчики, омлет, тосты, каша. Из минусов: отсутствие парковки, скрипучая кровать, которая ходит ходуном при каждом повороте, ковролин на полу, когда зашли в номер был небольшой неприятный запах, холодильник без морозильной камеры и слабым охлаждением.",4
Гайд Парк,5.0,"Отличная гостиница. Прекрасное расположение, полотенца меняли без просьб, пополняли расходники ( шампунь, гель ) ежедневно. Холодильник морозил! Брали номер комфорт- очень большой и удобные кровати , что немаловажно.",5
Гайд Парк,5.0,"Очень хорошее расположение, всё рядом. Номер большой, уборка качественная. Завтраки разнообразные и вкусные. Персонал вежливый и приветливый. Нам с женой всё понравилось.",5
Гайд Парк,5.0,"Плюсы: Гостиница в центре города, рядом достопримечательности. Номер достойный. Минус: своей парковки нет. Если путешествуете на машине - придется платить за парковку. В центре города везде парковка платная.",4
Гайд Парк,5.0,Отель неплохой и цена приемлемая.,4
Гайд Парк,5.0,"Гостиница находится рядом с набережной, все достопримечательности в шаговой доступности. Номер большой. Очень чисто, запах табака отсутствовал, что для меня очень важно. Туалетные принадлежности хорошего качества и большое разнообразие. На завтрак подают натуральный йогур, очень вкусный кофе, но совершенно отсутвуют овощи. Обязательно включу гостиницу в свои список рекомендуемых гостиниц.",5
Гайд Парк,5.0,"Отель в старом фонде, тихо, спокойно, уютно! Высокие потолки. Завтраки внизу в кафе хорошего качества. За три дня выспалась, белье хорошее!",5
Гайд Парк,5.0,"Все хорошо. Чисто, уютно. А вот завтрак выбором не балует, скромненько...",5
Гайд Парк,5.0,"Отличная гостиница в центре города. Все чистенько, мыльные принадлежности есть, тихо. Внизу кафе где подаются завтраки на выбор, прям по меню. Очень хорошее место.",5
Гайд Парк,5.0,"Все было хорошо, прекрасная гостиница. В номерах есть все - чайник, минибар, фен, чай, сахар. Все чисто. Персонал отзывчивый. Завтрак в местном ресторанчике еврейской кухни.",5
Гайд Парк,5.0,"Первый раз в Твери. И первое впечатление создается отелем. Отличный отель. Чисто, уютно и комфортно. Большие номера со всеми удобствами. На ресепшен рассказали про достопримечательности города и помогли построить маршрут. Очень вежливые сотрудники. Мне понравилось. Ставлю 5. Я часто путешествую и могу сравнивать.",5
Гайд Парк,5.0,"Недавно я посетил Тверь и остановился в этом уютном отеле на пару дней. Выбор пал на улучшенный номер, и я ни капли не пожалел. Номер оказался просторным и интересным. Особенно порадовал мини-бар с разнообразными безалкогольными напитками. Окна выходили прямо на парк, что создавало особую атмосферу. Удивительным открытием стал туалет с двумя раковинами — необычное, но удобное решение. В номере также были предоставлены халаты и тапочки, что добавляло комфорта. Завтраки проходили в небольшом баре-кухне «Сара» на первом этаже. Меню порадовало разнообразием, а сырники запомнились необычной подачей и великолепным вкусом. Отдельно хочется отметить удобство использования зонтов, расположенных у выхода из гостиницы. Это было особенно актуально в дождливую погоду.В целом, моё пребывание в этом отеле оставило только положительные впечатления. С удовольствием вернусь сюда снова.",5
Гайд Парк,5.0,Рекомендую. Вполне приличный отель и можно останавливаться с собаками. С т.з. туризма тоже выгодная локация рядом с Путевым дворцом,4
Гайд Парк,5.0,"Хороший отель! Удобное расположение, центральный район, всё в пешей доступности. Номер Делюкс большой, высокие потолки, 3 окна в номере. Кондиционер работает, есть мини бар, цены нормальные. В номере всё есть (тапочки, много мыльно-рыльного, в том числе зубная щётка с пастой и расчёска). Завтрак очень понравился, блюда на выбор, но в самое сердечко) Из минусов: скрипучая кровать и страшные халаты, которые уже пора выкинуть. В целом всё понравилось! Спасибо!",5
Гайд Парк,5.0,"Очень понравился отель. Удобное месторасположение, прекрасные, просторные номера, чистота. 5+",5
Гайд Парк,5.0,"Очень понравилось. Номер большой с диванчиком.В ванной большой набор космет.принадлежностей, бритвы, зуб.щеткии .Чайник , чай , сахар, вода.В холодильнике набор вода, пиво, сок, чипсы- это правда за доп.плату, но если захотели- никуда бежать не надо.Очень чисто,с хорошим вкусом.Расположение прекрасное.Парк, набережная, Путевой дворец - все рядом.",5
Гайд Парк,5.0,Самые позитивные эмоции! В день рождения преподнесли шампанское! Уже это показывает отношение к клиенту. Мне всё понравилось!,5
Гайд Парк,5.0,"Гостиница находится в центре Твери. Удобное расположение, можно пешком обойти все достопримечательности. Здание в сталинском стиле, высокие потолки, очень толстые стены. Номер был одноместный, маленький, кровать односпальная, матрас мягкий, пружинит. В общем, неплохо, только очень шумно - окно выходит на улицу, к сожалению, местные гуляки не считаются с правами людей на отдых и всю ночь ездили по центру на машинах с громко включённой музыкой! Ну это минус жителям Твери. Причём и утром компания пьяных прямо перед дверями гостиницы испражнялась ((. Вернусь к отзыву о гостинице . Завтрак на выбор, дают список блюд, выбираешь и приносят.",4
Гайд Парк,5.0,Стильная хорошая гостиница. Вкусные завтраки по меню. Отличное местоположение.,5
Гайд Парк,5.0,"Всем довольны, гостиница супер, только на завтраках была не особо приветливая девушка-официант",5
Гайд Парк,5.0,"Хорошая гостиница, недалеко от набережной. Все в шаговой доступности. Вежливый персонал. Вкусная кухня.",5
Гайд Парк,5.0,Замечательная гостиница в старинном здании в центре Твери. Чисто. Вежливый персонал. Все достопримечательности в шаговой доступности. Вкусные и сытные завтраки.,5
Гайд Парк,5.0,"Хороший отель .Останавливались на два дня в нем .Хорошие ,просторные номера,удобные матрасы,все чисто ,уборка ,каждый день.Ванная комната очень понравилась ,размером ,удобством .Все принадлежности в полном объеме.Тапочки,халаты ,холодильник,чайник,чай ,сахар все есть .Хороший кондиционер .Завтраки проходят в кафе на 1 этаже.Одно блюдо на выбор.Минус отсутствие парковки ,но это только для тех ,конечно,кто приезжает на авто.Вокруг только платные городские парковки 30 руб/ч .",4
Гайд Парк,5.0,"Останавливалась на одну ночь, гостиница понравилась. Чисто, спокойно и вежливый персонал.",5
Гайд Парк,5.0,"Отель очень понравился, чисто, уютно, комфортно. Номер просторный, окна выходили во двор, вид на непонятно что, но это не беспокоило вообще - они выше чем обычно, небо красивое ) а на дорогу говорят шумновато. Богатая комплектация - кроме геля/шампуня и халаты, и тапочки, и губки/иголки, и еще что то. Не было бритвы и зубных щеток, но им там и быть совсем не положено. Водичка, чайник, чай (кофе почему то не было), платный мини бар, много кулеров на этаже. 4 этажа, лифта нет, историяеское здание, не влезает ). Матрас отличный, белье, чистота - все на пять баллов. Симпатичная кафешка с завтраками на первом этаже, выбор по меню. Расположение очень удачное, во все стороны - к набережной, к дворцу, к арбату - рукой подать, расстояния небольшие, гулять комфортно. Отелю твердые пять баллов, рекомендую.",5
Гайд Парк,5.0,"Все равно поставлю пятерку, хотя о некоторых минусах все же скажу. Сначала общие замечания. Советую бронировать места заранее, не менее чем за две недели, так как отель небольшой. Отель находится в самом центре города, в пешей доступности почти от всех достопримечательностей, рядом есть рестораны на разный вкус и кошелек (их немного), недалеко от отеля Пятерочка (вообще сетевых магазинов в Твери не так много). Отель работает круглосуточно, в том смысле, что в 22.00 дверь никто не закрывает, можно и ночью прийти. Я жил в улучшенном двухместном номере (других просто не было на момент бронирования) и был удивлен особенно ванной комнатой. Две (!) раковины, туалет, биде, ванная почти такая же по размеру, как и комната. В комнате все как обычно: кровать, тумбочки, стол, два кресла, ТВ, шкаф, сейф и т.д. На одного - 4700, на двух - 5200 (и это с завтраком). Завтраки в принципе нормальные, это не шведский стол, там блюдо на выбор плюс приносят кофе и апельсиновый сок. Теперь минусы, их три: окна выходят на улицу, поэтому ночью с открытым окном было шумновато, пришлось окно закрыть. В то же время хорошие шторы блэкаут. Второй минус: платный бар в номере, поэтому поглядите, хотите ли вы заплатить за бутылку обычной воды 150 рублей. Третье: в номере вы не найдете халата, хотя он входит в стоимость. Поэтому его нужно спросить на ресепшн, иначе не увидите. А в целом отель неплохой, советую",5
Гайд Парк,5.0,"Отличная, чистая, приятный персонал",5
Гайд Парк,5.0,Всё отлично,5
Гайд Парк,5.0,Хорошая чистая гостиница в центре Твери. Соотношение цена качество ок,5
Гайд Парк,5.0,"Отличный отель. Очень комфортно в номере. Завтраки хорошие. Расположение отеля очень удобное, центр в шаговой доступности, все рядом. Отдых в Твери удался.",5
Гайд Парк,5.0,"Очень понравилось, расположение, комфорт, чистота, персонал.",5
Гайд Парк,5.0,"Чисто, уютно, оригинальные завтраки. Было немного шумно на улице, но это проблема любых городов где в сезон есть буйные мотоциклисты. Что ещё удивило - совершенно не было слышно соседей по отелю. Вот что значит старый дом! А может соседей не было :)",5
Гайд Парк,5.0,"Прекрасный отель в центре города. Исключительная чистота в номерах. Достопримечательности Твери в шаговой доступности. Персонал вежлив. Включенный в стоимость номера завтрак весьма питателен и вкусен. Натуральный йогурт в этом завтраке - шедевр. Если бы у отеля была своя парковка, было бы шесть звёзд.",5
Гайд Парк,5.0,"Тихий отель,чисто,кровать удобная, санузел исправен,напор воды хороший,в номере чай,вода,гигиенический набор. Завтрак на слабую ""тройку""— за это сняла звезду.",4
Гайд Парк,5.0,"Самый главный совет, если вы приезжаете в Тверь около полудня, то вам не нужно оставаться на ночь в городе. Я Совершил эту глупость, не повторяйте ее. Всю Тверь вдоль и поперек можно осмотреть не спеша за 5-7 часов. И уехать из города в 7-8 вечера спокойно. при этом дважды покушав в ресторане или кафе. Ну и про отель. Неплохой отель в самом центре Твери. Просторные комнаты с высокими потолками. Отзывчивый персонал. В комнатах есть все необходимое, от тапочек до санитарно гигиенических принадлежностей. Чайник, чашки. На этажах кулеры с водой. В лаунж зоне рядом с ресепшен комплиментарный кофе из капсульной кофе машины. Красивое здание снаружи. Из минусов- супер неудобные синтетические подушки, не смог уснуть совсем, буквально бессонная ночь из-за них (так что, в моем личном рейтинге у отеля из-за этого будет одна звезда). Звукоизоляция так себе, все зависит от соседей. У меня был номер на третьем этаже с выходом во двор, и все время раздавался звук как от швейной машинки, с интервалом в несколько минут, без перерыв, видимо какой то прибор где то работает. Если бы я спал, было бы норм, а так -жутко напрягало. В отеле нет лифта, так что, если у вас багаж и будет 4 этаж, то подумайте. Завтрак в соседнем кафе очень посредственный и маленький. К телевизору нельзя подключить свой диск, видимо старая модель и не тянет софт. По большому счету отель не стоит почти 5 тыс за ночь в самом простом номере, но что есть.",4
Гайд Парк,5.0,"Очень приятный отель. Всё очень чисто. Всё новое. В ванной гель, мыло, шампунь, кондиционер в упаковке. Тапочки. Слышимость между номерами хорошая. На улице идёт ремонт во дворе, днем эпизодически шум. Шум за дверью слышно. Завтраки вкусные и сытные. Местоположение хорошее. В номере кондиционер, тихий. Рекомендую",5
Гайд Парк,5.0,Уютный атмосферный отель в самом центре города Тверь. Хорошие завтраки в кафе на 1м этаже. Обстановка дружелюбная. Лифта нет,5
Гайд Парк,5.0,"все очень приятно, чисто и аккуратно, отличное расположение",5
Гайд Парк,5.0,"Прекрасная гостиница. Чистота, вкусный завтрак, приветливый персонал. Прекрасное место , чтобы провести выходные или командировку. Рекомендую. Единственный минус -это отсутствие собственной парковки. Но места есть на городской . С 8 утра до 8 вечера цена её 30р в час",5
Гайд Парк,5.0,"Номер чистый, кондиционер. Вежливый и внимательный персонал. Еда вкусная. Останавливались второй раз и очень довольны.",5
Гайд Парк,5.0,Очень понравилось,5
Гайд Парк,5.0,"Приличная гостиница, хороший завтрак, жаль что не получается брать номер без него",5
Гайд Парк,5.0,"Мне отель понравился, чисто, у нас был большой номер на 4 этаже. Завтраки по меню, вкусные.",5
Гайд Парк,5.0,"Сотрудники отеля очень отзывчивые, номера чистые, уютные и удобные. От отеля можно легко добраться до любой точки города пешком. Завтраки вкусные и сытные.",5
Гайд Парк,5.0,"Бронировали номер на выходные. Очень удобное местоположение: до всех достопримечательностей можно дойти пешком, рядом куча кафе и ресторанов, голодным не останешься ) аптеки и магазины в шаговой доступности. Отель понравился: сам номер чистый, все необходимое есть. Кондиционер работает. Завтраки не очень разнообразные, но очень вкусные. Приехали в город раньше времени заезда, но нам пошли на встречу и заселили пораньше, так как номер был свободен и убран. Всему персоналу большое спасибо!",5
Гайд Парк,5.0,"Прекрасное место! Рекомендую. В номере есть все необходимое, чисто. Нам понравилось",5
Гайд Парк,5.0,"Посетили прекрасный город Тверь и остановились ночевать в отеле Гайд парк. Очень удобное расположение, самый центр города, в пешей доступности от пешеходной зоны Твери. От вокзала несколько остановок на автобусе или за Очень умеренную плату на такси. В отеле прекрасный доброжелательный персонал, комнаты с высоким потолком (старый фонд), прекрасная двуспальная кровать, кондиционер, есть все самое необходимое (разовые тапочки, туалетные принадлежности). В кафе завтрак ,конечно, не шведский стол, но порционный и достаточно вкусный. Сотрудница на ресепшене помогала вызывать такси,когда нам было нужно. В целом рекомендую данный отель для посещения.",5
Гайд Парк,5.0,"Хороший отель, хорошие номера. Есть завтраки. Расположен в центре города. Отель рекомендую.",5
Гайд Парк,5.0,"Уютный отель, номера свежие, чистые. Останавливались на ночь по пути в СПб, все понравилось. Есть сложности с парковкой.",5
Гайд Парк,5.0,Очень хорошая гостиница,5
Гайд Парк,5.0,"Все супер, тихие и новые номера, вас будут будить только чайки рано утром, если окна будут открыты. 4 звезды только из-за того что завтраки не шведский стол.",4
Гайд Парк,5.0,"Тихое опрятное место. Напротив городской парк, магазины, кафе. Есть своё кафе. Из минусов узкая лестница (зато какая красивая!) и , судя по всему, нет номеров с двумя кроватями. Нам ещё билет во дворец подарили!",4
Гайд Парк,5.0,Все хорошо. 4 за бедноватый завтрак и отсутствие парковки у отеля.,4
Гайд Парк,5.0,"Очень чисто, приятно и вообще красивые виды+центр города)))из минусов-немного бывает шумно под окнами)но в остальном -хорошее место)",5
Гайд Парк,5.0,"Отличный отель, уютные чистые номера, своевременная уборка.Камерный интерьер.Бесплатный очень вкусный и разнообразный завтрак.Находится в центре города, близко ко всем достопримечательностям.",5
Гайд Парк,5.0,Завтрак так себе,5
Гайд Парк,5.0,"Вполне достойное место, в пешей доступности к красивым местам, города, качественным ресторанам. На завтраках с блинчиками прям беда, ребенок два раза остался голодным.",5
Гайд Парк,5.0,"Гостиница не плохая, не хватает маленьких деталей до совершенства, например в душе хотелось мы что бы была шторка либо дверца от брызг по всему полу. В связи с чем пол был постоянно мокрый. Так же в прихожей хотелось бы какой нибудь пуфик или табурет что бы можно было сидя надевать обувь. Завтрак не плохой, но иногда хотелось бы два блюда а не одно. Хорошо бы можно было бы докупить хотя бы по минимальной цене для гостей гостиницы. В целом гостиница хорошая.",4
Гайд Парк,5.0,"Плюсы - отличное расположение, вежливый персонал на ресепшене, обслуживание в номерах. Чисто, уютно. Есть все необходимое - чайная станция, наборы для ванной - разовые мыло, шампунь, гель. Минусы. 1)Дважды, один раз в 4 утра, в номере откуда-то несло запахом курева.2) Завтраки. Если возможно, как-то разнообразить основное меню -чай или кофе, ложка йогурта и кусок булочки на сухую. Далее получается либо каша, либо сендвич, либо омлет, который не все едят с утра, либо сырники (которых мы за 2 дня не увидели). В итоге вроде и за завтрак уплачено, может и вкусно приготовлено, но не всем есть что выбрать. Возможно внести изменения в основное меню - йогурт или каша. Также просьба ввести тарифы без питания, с возможностью дополнительной услуги - завтрака.",4
Гайд Парк,5.0,"Отель расположен в центре города. Номер был стандарт, чистый. Полотенца и пастельное белье белые. Матрас на кровате удобный. В холе можно выпить кофе бесплатно. Девушки на рецепшене вежливые, заселение быстрое. Минусы отеля - машину негде поставить, только платная парковка. Продажа номеров только с завтраком, нет права выбора. В целом - впечатление осталось хорошее.",5
Гайд Парк,5.0,"Хорошая гостиница, чистая, сантехника новая, завтраки вполне устраивают, расположение прекрасное, в целом очень хорошее впечатление",5
Гайд Парк,5.0,"Отличные номера, все чисто, кровать удобная, белье хорошее. Все в пешей доступности! Завтраки огонь!",5
Гайд Парк,5.0,"Кухня у ребят сильно испортилась. Завтраки стали меньше, и повор не отслежиывает качество блюд. Яйца были пожарены на сковороде на которой перед этим что-то сгорело. К ресепшену вопросов нет",4
Гайд Парк,5.0,"Хорошее расположение отеля, в центре, в номере чисто, аккуратно, но окно выходило на проезжую часть и ночью невозможно было спать при закрытом окне, также рядом круглосуточный магазин, были крики, музыка из машин до утра. Если не бессонная ночь, отель хороший.",3
Гайд Парк,5.0,"Мы ошиблись при бронировании числом,приехали-номеров нет,мы уставшие,расстроились,но администратор к нам отнеслась с большим пониманием и сумела найти другой отель! Огромное спасибо за отношение к гостям города,к сожалению не помню как звали прекрасную девушку... Это было 29 апреля, спасибо Вам!",5
Гайд Парк,5.0,Расположение в центре. В номере чисто. Прекрасный вид из окна на сад. Очень приветливый персонал. Отличные завтраки в кафе на первом этаже. Особенно понравились сырники.,5
Гайд Парк,5.0,"Светлый просторный номер, хорошая кровать. Просторный санузел. Удобное расположение. Хорошие завтраки. Из минусов средняя звукоизоляция.",5
Гайд Парк,5.0,почему 3 звезды? было бы 5 но есть ошибки 1. педметы индивидуального пользования покупать у администрации отеля тоесть больше тысачи заплатьть нужно 2. сломан пульт для присиавке напополам из за чего не работают ктопки переключения каналов и звука ЭТО МИНУСЫ А ТЕПЕРЬ ПЛЮСЫ:) номера просторные я в 301 очень много места ванная большая наэтом всë,3
Гайд Парк,5.0,Все отлично. Всем спасибо,5
Гайд Парк,5.0,"Хорошая гостиница. Уютно, чисто, удобная постель, просторный номер. Центр города близко до всех достопримечательностей. ПРиятный бонус, дарят купон на бесплатное посещение музея в историческом центре!",5
Гайд Парк,5.0,"Приятная гостиница в центре города со стильным интерьером. В холле у ресепшн можно бесплатно выпить кофе. Номер довольно просторный с высокими потолками и большими окнами. По нашему запросу быстро предоставили всё необходимое (зубные наборы, доп. одеяла). Завтрак предлагается в соседнем кафе Сара - вкусно. Приятное заведение, зайти на обед или ужин, интересная коктейльная карта. Также понравилось соседнее кафе Луна, десерт с манго супер. Из минусов - нужно повесить нормальные плотные шторы. Иначе в номере уже в 4 утра светит солнце))",5
Гайд Парк,5.0,Останавливались на одну ночь 18 мая с друзьми.Отличное местоположение.Приветливый персонал.Есть все необходимое и очень чисто.Вкусный красивый завтрак.Можно с животними.Обязтельно вернемся. Рекомендуем.,5
Гайд Парк,5.0,"Очень удобное расположение, самый центр. Удобные матрасы. В номере есть чайник и пакетики чая, в холле на этаже стоит капсульная кофеварка и лежат капсулы. Завтраки в кафе рядом. Завтраки континентальные, выбор не большой, не все есть в наличии, но готовят не плохо и вполне сытно. Маленькая и не удобная парковка.",5
Гайд Парк,5.0,"Гостиница отличная. Вкусные завтраки. Находится в центре города в историческом здании. Понравилось, что на входе звонок, т.е. левые люди ходить не будут. Звезду сняла, т.к. жили на втором этаже. Под нами был бар 24 часа, он же типа булочной. Там собираются всякого рода маргинальные личности. Шумят, особенно под утро в выходной",4
Гайд Парк,5.0,"Понравился отель очень чисто уютно, самый центр, завтрак в шаговой доступности вкусный. Рекомендую!!!",5
Гайд Парк,5.0,Вцелом хорошо. Но номер надо брать с окнами во двор. Не смотря на стеклопакеты слышен шум улицы. Нет своей парковки. Остальное отлично.,4
Гайд Парк,5.0,"Отличный отель в самом центре города. 5 минут пешком до большинства достопримечательностей. Номера бронировал напрямую через сайт и электронную почту - оценка за работу администратора 5 Номера чистейшие. Несмотря на май, работало отопление и в номере было очень тепло. В номере работала вся сантехника-электрика, были свежие полотенца, халаты, тапочки, сейф, куча рекламных туристических брошурок по Твери и области. Есть фен, хороший телевизор. Кормят вкусно на завтраке - континентальный завтрак, но можно выбрать основное блюдо из списка. Персонал очень отзывчивый и всегда помогал. Выдали бесплатные флаеры в Императорский дворец. Кафе в гостинице работает до поздна, кроме того, рядом много отдельных кафе-ресторанов и голодными вы не останетесь. Супруге гостиница очень понравилась. У меня же было несколько мелких замечаний: Какая-то непонятка с интернетом. Сетка вайфая чуть помощнее (про которую написано в информационном листочке в номере) не хотела регистрироваться, а когда зарегистровалась - работать. Другая сетка (администратор посоветовала) - была послабее и видна не на всей территории отеля. В Твери вообще с интернетом у всей нашей группы были затруднения - сигнал сотовой сети слабый, скорость интернета медленная. Окна отеля выходят на перекресток. В Твери до сих пор модно кататься без глушителя и с музыкой в багажнике - это надо учитывать тем, кто любит спать с открытыми окнами. Парковка у отеля небольшая - обговаривайте этот момент заранее. В выходные без проблем можно оставлять машину на улицах рядом с отелем. Для нас местечко нашлось во дворе на один рабочий день, остальное время стояли на воскресно-бесплатной уличной парковке.",5
Гайд Парк,5.0,"Отличный отель. Думаю, что буду часто здесь останавливаться во время командировок в Тверь.",5
Гайд Парк,5.0,"Были в гостинице с 11.05 на 12.05. Останавливаемся в данной гостинице не в первый раз. Все отлично. Удобный большой номер. Вежливый персонал, чисто, уютно. Есть пожелания: повесить тёмные шторы, утром хочется поспать, а с 4 утра в номере светло, и отменить обязательные завтраки.",4
Гайд Парк,5.0,"Прекрасный отель в центре города, чистый номер, белоснежное белье, оооочень удобный матрас, хорошая уборка. В номере всё необходимое, есть чайный набор, комплект полотенец, хорошая шумоизоляция, соседей не слышно. Входит неплохой завтрак по меню. Можно взят зонт при плохой погоде. Спасибо персоналу за отзывчивость и дружелюбность!",5
Гайд Парк,5.0,"Минусы: слышимость в номерах высокая, особенно между этажами. Полы деревянные что ли, мы лично слышали любое перемещения гостя сверху , даже ночью. Но самое негативное, это под хотьбу гостя сверху, звук мрачный издавала лампа, сама лампа была огромна и если движ сверху был, лампа издавала стук мерский, короче, ночь не спали. Да и матрас крайне мягкий, проваливаешься в него, не по мне, если 2 человека спят, и один переворачивается, другой тоже переворачивается, и не важно хочет он этого или нет. Плюс: рядом с центром, с пешеходной улицей и Волгой. Завтрак норм. Свой парковки нет Парковка в выходные бесплатная. Если в будни то рекомендую скачать приложение, ресепшн подскажет, оплата 30р час с 8-20",3
Гайд Парк,5.0,"Хорошая гостиница, отличное расположение, Чисто, все есть в номере: тапочки, халаты, чайник. Один балл сняла только за то, что номер не был убран к 14 часам, а ключ нам выдали. Потом , номер убрали .",4
Гайд Парк,5.0,"Спасибо за гостеприимство! В пешей доступности центральные достопримечательности. Чистый,просторный номер. Большая, удобная кровать, шторы,непропускающие свет. Кондиционер работает. В номере тихо, несмотря на то,что окна выходят на главную улицу. Есть Мыльные принадлежности (Шампунь, кондиционер для волос, гель для душа). В номере холодильник, чайник, набор чай-сахар-чашки. Набор бокалов тоже имеется. Приятно провели время",5
Гайд Парк,5.0,Отличная гостиница! Номер 308 с видом сразу на три улицы. Единственный с балкончиком! В номере просто всё необходимое для удобного проживания! Завтрак вкусный и сытный! Место расположения отеля в центре!,5
